Date,Open,High,Low,Close,Volume,Adj Close
2008-08-18,753.35,754.41,737.95,741.97,38292900,741.97
2008-08-15,759.26,764.38,746.93,753.37,40418200,753.37
2008-08-14,744.76,756.92,743.56,754.38,40640000,754.38
2008-08-13,743.75,750.51,737.11,747.69,47876000,747.69
2008-08-12,749.24,750.12,742.21,744.94,47112900,744.94
2008-08-11,734.18,757.10,732.67,751.06,50673100,751.06
2008-08-08,712.92,735.09,711.19,734.30,49668100,734.30
2008-08-07,722.33,724.27,711.76,713.41,53193800,713.41
2008-08-06,719.34,727.71,714.46,725.90,48734200,725.90
2008-08-05,707.32,721.26,707.31,721.04,12193100,721.04
2008-08-04,715.56,715.56,700.18,704.14,45622800,704.14
2008-08-01,714.92,718.45,706.25,716.16,46848700,716.16
2008-07-31,715.08,720.88,711.23,714.52,53460500,714.52
2008-07-30,716.50,721.68,708.88,718.86,56313300,718.86
2008-07-29,696.99,715.35,696.99,714.55,54142400,714.55
2008-07-28,710.33,710.33,694.17,696.11,42829600,696.11
2008-07-25,704.73,715.47,704.10,710.34,46725600,710.34
2008-07-24,720.46,720.64,700.85,702.39,61279800,702.39
2008-07-23,716.54,726.27,714.71,719.19,67058300,719.19
2008-07-22,695.49,716.82,691.66,716.82,61802300,716.82
2008-07-21,694.71,698.83,692.32,697.63,46306400,697.63
2008-07-18,696.95,697.27,688.25,693.08,56532800,693.08
2008-07-17,687.76,696.83,683.48,696.63,73652100,696.63
2008-07-16,663.52,686.75,660.50,686.75,67386300,686.75
2008-07-15,661.76,673.76,647.37,662.35,73636400,662.35
2008-07-14,677.23,680.62,661.53,664.50,54348600,664.50
2008-07-11,666.86,678.55,659.43,674.95,67422000,674.95
2008-07-10,663.18,675.67,661.97,670.44,58404300,670.44
2008-07-09,682.98,684.29,663.52,663.75,51810000,663.75
2008-07-08,659.10,682.72,655.11,682.72,60341100,682.72
2008-07-07,665.72,671.93,651.92,658.26,52654200,658.26
2008-07-03,672.76,673.59,660.93,665.78,32475900,665.78
2008-07-02,691.49,694.16,672.03,672.34,52760900,672.34
2008-07-01,686.77,691.59,676.47,691.59,58462900,691.59
2008-06-30,697.85,701.26,689.66,689.66,50323300,689.66
2008-06-27,697.87,701.13,692.14,698.14,62082600,698.14
2008-06-26,711.88,711.88,696.47,698.42,52312800,698.42
2008-06-25,708.21,720.25,708.21,716.30,48256400,716.30
2008-06-24,718.25,718.42,707.20,707.92,47050500,707.92
2008-06-23,727.35,728.71,719.34,719.81,41863700,719.81
2008-06-20,735.92,735.92,719.49,725.73,53249000,725.73
2008-06-19,730.41,737.84,727.96,737.83,48116700,737.83
2008-06-18,735.66,735.66,726.06,730.71,45735700,730.71
2008-06-17,741.18,742.81,736.31,736.57,38019600,736.57
2008-06-16,733.16,740.94,730.86,740.74,37069400,740.74
2008-06-13,723.01,733.61,723.01,733.61,40804200,733.61
2008-06-12,718.15,730.39,717.44,719.84,47342400,719.84
2008-06-11,731.70,732.03,717.88,717.88,47799800,717.88
2008-06-10,732.31,736.49,728.68,732.62,46350700,732.62
2008-06-09,740.89,743.44,729.37,735.25,44045700,735.25
2008-06-06,759.93,759.93,740.37,740.37,47716600,740.37
2008-06-05,743.93,763.27,743.93,763.27,43507900,763.27
2008-06-04,737.23,749.78,735.27,743.71,43386400,743.71
2008-06-03,741.99,746.61,732.12,739.00,43963800,739.00
2008-06-02,747.48,748.00,733.67,741.02,37143200,741.02
2008-05-30,745.78,749.25,742.93,748.28,38456300,748.28
2008-05-29,737.68,750.69,737.03,745.55,38944400,745.55
2008-05-28,735.69,738.46,730.83,738.46,39272400,738.46
2008-05-27,724.94,734.49,724.89,734.39,35888600,734.39
2008-05-23,731.03,731.03,719.37,724.10,35163800,724.10
2008-05-22,728.31,736.11,728.24,733.01,39559600,733.01
2008-05-21,736.62,742.57,724.33,727.11,45179900,727.11
2008-05-20,736.81,737.12,730.44,735.64,38543200,735.64
2008-05-19,741.02,747.99,736.35,738.45,36839700,738.45
2008-05-16,745.75,745.75,732.87,741.17,38425900,741.17
2008-05-15,736.33,743.79,733.38,743.38,38364800,743.38
2008-05-14,737.26,744.34,735.35,736.07,39793700,736.07
2008-05-13,733.22,737.44,729.36,736.85,40185900,736.85
2008-05-12,721.46,733.64,720.15,733.23,33706300,733.23
2008-05-09,716.66,721.63,714.01,720.05,35186200,720.05
2008-05-08,718.06,720.86,714.05,719.55,38275500,719.55
2008-05-07,730.12,733.49,715.36,716.21,40758600,716.21
2008-05-06,722.79,731.62,719.13,729.79,39241000,729.79
2008-05-05,727.99,727.99,721.27,724.35,34100900,724.35
2008-05-02,729.82,735.79,724.78,725.74,39530300,725.74
2008-05-01,715.54,729.75,714.74,729.75,44487800,729.75
2008-04-30,719.80,726.77,713.64,716.18,45088900,716.18
2008-04-29,724.96,724.96,715.33,718.93,38153200,718.93
2008-04-28,721.18,728.44,718.35,725.37,36070000,725.37
2008-04-25,718.03,723.84,710.68,721.88,38911500,721.88
2008-04-24,708.29,720.88,698.95,717.07,44616600,717.07
2008-04-23,705.46,711.13,701.69,708.11,41036100,708.11
2008-04-22,715.98,715.98,697.80,703.71,38219000,703.71
2008-04-21,718.95,719.48,714.74,718.00,34205700,718.00
2008-04-18,712.93,723.86,712.93,721.07,42223800,721.07
2008-04-17,711.87,712.06,704.02,708.00,37138800,708.00
2008-04-16,695.55,713.39,695.54,713.39,42603700,713.39
2008-04-15,687.58,692.26,684.88,692.06,35812300,692.06
2008-04-14,687.36,693.83,684.96,686.07,35650200,686.07
2008-04-11,703.75,704.12,686.69,688.16,37237900,688.16
2008-04-10,698.50,710.39,696.57,707.42,36861500,707.42
2008-04-09,711.99,714.43,697.10,698.38,35566700,698.38
2008-04-08,711.11,714.36,707.39,711.92,36025000,711.92
2008-04-07,716.50,720.04,710.67,712.68,37477800,712.68
2008-04-04,714.68,720.49,709.23,713.73,37031000,713.73
2008-04-03,709.95,716.28,706.29,713.57,39201000,713.57
2008-04-02,710.54,716.67,706.35,712.27,43204400,712.27
2008-04-01,692.02,710.65,692.01,710.65,47451200,710.65
2008-03-31,683.51,693.86,681.85,687.97,41889900,687.97
2008-03-28,693.38,695.32,682.48,683.18,36869800,683.18
2008-03-27,702.54,703.83,692.29,692.39,40379300,692.39
2008-03-26,704.49,704.49,696.11,702.11,40556700,702.11
2008-03-25,701.60,705.99,696.66,705.27,41451200,705.27
2008-03-24,682.72,705.12,682.72,701.28,44990000,701.28
2008-03-20,669.59,682.14,665.36,681.42,61452200,681.42
2008-03-19,684.03,689.49,664.13,664.13,53585500,664.13
2008-03-18,650.97,682.10,650.97,681.93,53356300,681.93
2008-03-17,654.90,659.86,645.69,650.48,56830100,650.48
2008-03-14,681.77,681.94,655.69,662.90,51537800,662.90
2008-03-13,662.73,680.94,654.37,679.71,50733600,679.71
2008-03-12,673.87,681.21,666.96,667.31,44142800,667.31
2008-03-11,647.74,673.81,647.74,673.81,51090800,673.81
2008-03-10,660.72,660.76,643.28,643.97,42612400,643.97
2008-03-07,659.30,669.27,654.62,660.11,45654100,660.11
2008-03-06,682.12,682.45,662.58,662.78,43234600,662.78
2008-03-05,682.85,688.26,677.22,683.74,42777100,683.74
2008-03-04,680.89,684.19,670.59,680.98,47571800,680.98
2008-03-03,686.05,689.13,675.13,684.22,41175700,684.22
2008-02-29,702.02,702.02,683.82,686.18,44267300,686.18
2008-02-28,714.95,715.25,702.63,705.72,39385800,705.72
2008-02-27,714.60,723.93,710.54,716.44,39047000,716.44
2008-02-26,710.33,723.83,707.07,717.32,40960600,717.32
2008-02-25,695.84,712.07,693.06,710.46,38663500,710.46
2008-02-22,696.83,697.17,683.54,695.43,35726600,695.43
2008-02-21,712.41,719.01,695.13,696.28,36966600,696.28
2008-02-20,701.66,710.90,695.36,710.02,38705200,710.02
2008-02-19,705.74,710.48,699.35,702.34,36135500,702.34
2008-02-15,703.71,703.71,694.81,701.52,35833000,701.52
2008-02-14,722.75,722.83,703.47,705.32,36447600,705.32
2008-02-13,709.13,721.93,709.13,721.93,38564200,721.93
2008-02-12,702.00,712.58,700.82,705.48,40446400,705.48
2008-02-11,699.15,704.14,690.60,699.75,35931400,699.75
2008-02-08,702.37,708.42,693.36,698.90,37684900,698.90
2008-02-07,690.96,707.09,688.20,702.78,45891600,702.78
2008-02-06,704.79,711.10,691.61,692.49,40081200,692.49
2008-02-05,721.80,721.80,701.58,701.58,43157400,701.58
2008-02-04,730.69,731.13,720.73,723.46,34957800,723.46
2008-02-01,714.92,731.24,713.82,730.50,46507700,730.50
2008-01-31,691.01,718.25,686.54,713.30,49702900,713.30
2008-01-30,705.10,715.71,695.07,695.49,47427600,695.49
2008-01-29,704.25,706.44,695.35,705.20,42329600,705.20
2008-01-28,687.74,702.39,680.94,702.39,41009300,702.39
2008-01-25,697.33,703.28,684.62,688.60,48822500,688.60
2008-01-24,695.28,704.06,686.68,692.72,57353000,692.72
2008-01-23,671.20,693.75,654.72,693.43,32416800,693.43
2008-01-22,658.85,683.23,650.00,671.57,65446900,671.57
2008-01-18,680.42,689.83,666.62,673.18,60048400,673.18
2008-01-17,700.92,703.56,680.13,680.57,53031300,680.57
2008-01-16,695.58,709.57,690.38,699.91,54406200,699.91
2008-01-15,707.39,707.39,694.51,697.43,46016400,697.43
2008-01-14,706.53,714.49,706.53,712.48,36820900,712.48
2008-01-11,719.49,719.49,703.20,704.65,44958400,704.65
2008-01-10,708.29,725.64,702.67,720.21,51704900,720.21
2008-01-09,704.50,712.43,689.92,712.12,53510300,712.12
2008-01-08,724.52,735.24,704.61,704.86,47053900,704.86
2008-01-07,723.62,730.93,714.30,723.95,42212600,723.95
2008-01-04,741.30,741.30,720.39,721.60,41660000,721.60
2008-01-03,754.95,758.89,744.43,745.01,34295000,745.01
2008-01-02,765.90,768.46,749.95,753.55,34526500,753.55
2007-12-31,770.46,770.90,760.20,766.03,24408800,766.03
2007-12-28,777.29,782.35,771.32,771.76,24205100,771.76
2007-12-27,795.57,795.66,773.51,773.51,23657700,773.51
2007-12-26,791.97,799.57,788.60,797.03,20105000,797.03
2007-12-24,785.88,794.39,785.88,794.39,12674200,794.39
2007-12-21,774.40,785.61,774.33,785.60,45085900,785.60
2007-12-20,759.26,767.54,750.65,767.54,35268900,767.54
2007-12-19,753.37,758.32,749.36,756.13,34013000,756.13
2007-12-18,739.36,754.73,735.85,754.06,37236900,754.06
2007-12-17,751.28,751.47,739.06,739.06,35690300,739.06
2007-12-14,765.60,769.70,753.59,753.93,34010500,753.93
2007-12-13,768.11,770.25,759.20,769.46,36351700,769.46
2007-12-12,771.52,787.27,763.57,771.71,44821200,771.71
2007-12-11,792.49,796.34,765.78,766.27,40801800,766.27
2007-12-10,786.84,794.31,785.03,791.20,29117600,791.20
2007-12-07,787.13,787.30,781.97,785.52,31777100,785.52
2007-12-06,764.92,786.95,764.92,786.95,35685700,786.95
2007-12-05,758.16,767.67,758.10,765.64,36636600,765.64
2007-12-04,757.15,757.56,749.48,752.06,33436200,752.06
2007-12-03,768.20,769.27,759.79,759.97,33232500,759.97
2007-11-30,771.29,780.04,764.63,767.77,44222000,767.77
2007-11-29,769.48,771.34,762.20,766.06,35247300,766.06
2007-11-28,747.51,770.61,747.47,770.04,45080200,770.04
2007-11-27,736.37,745.59,734.45,743.27,43207200,743.27
2007-11-26,755.52,757.64,734.49,735.07,37064700,735.07
2007-11-23,743.48,759.46,743.48,755.03,16127200,755.03
2007-11-21,747.22,748.75,736.05,740.30,40762300,740.30
2007-11-20,750.77,757.28,736.63,749.33,48751500,749.33
2007-11-19,765.22,765.22,747.07,750.33,41196500,750.33
2007-11-16,772.20,773.44,759.25,769.50,41688700,769.50
2007-11-15,782.11,782.11,765.80,771.60,39410100,771.60
2007-11-14,791.57,794.25,779.74,782.47,40314700,782.47
2007-11-13,770.78,789.76,770.78,789.15,41413100,789.15
2007-11-12,771.77,783.13,765.57,767.09,41925200,767.09
2007-11-09,779.42,779.48,765.06,772.38,45870500,772.38
2007-11-08,778.48,782.45,762.38,780.90,54397200,780.90
2007-11-07,796.00,796.00,775.55,775.96,43531600,775.96
2007-11-06,790.98,802.26,784.26,801.77,38791600,801.77
2007-11-05,797.77,797.77,784.07,790.43,38193300,790.43
2007-11-02,799.49,801.92,787.65,797.78,42859900,797.78
2007-11-01,822.88,822.88,794.00,795.18,42414700,795.18
2007-10-31,817.89,830.39,815.17,828.02,39530700,828.02
2007-10-30,820.00,821.86,814.02,816.15,32125200,816.15
2007-10-29,822.80,826.91,818.07,821.72,31244800,821.72
2007-10-26,811.31,821.43,808.76,821.39,36121200,821.39
2007-10-25,811.22,817.51,800.07,806.11,41839600,806.11
2007-10-24,814.37,814.51,795.60,810.85,40033000,810.85
2007-10-23,813.64,818.54,805.99,818.53,33091200,818.53
2007-10-22,794.81,812.14,788.66,810.08,34718300,810.08
2007-10-19,825.03,825.03,798.17,798.79,41609700,798.79
2007-10-18,824.74,826.78,817.81,825.03,32032100,825.03
2007-10-17,828.10,832.19,815.14,824.89,36380700,824.89
2007-10-16,827.74,828.53,822.71,823.35,32345600,823.35
2007-10-15,841.12,842.15,824.40,829.36,31392900,829.36
2007-10-12,834.90,843.78,834.90,841.17,27886900,841.17
2007-10-11,847.17,852.06,830.98,834.98,39112600,834.98
2007-10-10,845.06,845.65,838.96,845.19,30447600,845.19
2007-10-09,841.31,846.62,837.43,845.72,29320400,845.72
2007-10-08,844.02,845.29,836.94,840.14,20406500,840.14
2007-10-05,833.00,847.32,833.00,844.88,29190300,844.88
2007-10-04,827.59,830.25,824.20,829.15,26904300,829.15
2007-10-03,829.35,831.12,823.86,826.15,30653200,826.15
2007-10-02,824.99,832.25,824.99,831.97,31019100,831.97
2007-10-01,806.04,825.75,805.65,824.74,32819900,824.74
2007-09-28,813.64,815.45,803.75,805.45,29253500,805.45
2007-09-27,810.72,814.08,809.68,814.01,28721800,814.01
2007-09-26,804.72,812.28,804.71,809.12,32373900,809.12
2007-09-25,803.35,804.43,797.81,803.00,31877700,803.00
2007-09-24,813.35,815.21,803.65,805.80,31313100,805.80
2007-09-21,813.16,817.24,812.25,813.11,36794600,813.11
2007-09-20,816.96,816.96,805.37,809.76,29577000,809.76
2007-09-19,809.26,822.87,809.26,817.40,38467500,817.40
2007-09-18,777.60,806.68,775.37,806.63,37089400,806.63
2007-09-17,782.66,782.66,774.82,775.81,25983900,775.81
2007-09-14,777.12,783.49,772.25,783.49,26417400,783.49
2007-09-13,779.79,787.02,774.43,780.35,28770800,780.35
2007-09-12,781.50,783.38,776.80,777.90,28857200,777.90
2007-09-11,771.31,782.66,771.31,782.27,30153300,782.27
2007-09-10,777.73,780.68,759.42,769.81,28357200,769.81
2007-09-07,787.28,787.32,772.97,775.79,31910800,775.79
2007-09-06,792.38,795.46,785.45,792.92,24595900,792.92
2007-09-05,798.20,798.22,787.77,790.46,29916000,790.46
2007-09-04,792.50,805.68,791.06,800.69,27666000,800.69
2007-08-31,789.58,795.67,786.53,792.86,27316100,792.86
2007-08-30,783.09,791.67,779.10,783.11,25829600,783.11
2007-08-29,770.78,787.61,770.78,787.32,28240700,787.32
2007-08-28,787.21,787.21,767.54,767.83,30780900,767.83
2007-08-27,797.78,797.78,788.45,789.45,24061800,789.45
2007-08-24,788.07,798.93,787.16,798.93,25414000,798.93
2007-08-23,800.52,802.57,786.66,788.25,30843900,788.25
2007-08-22,792.96,799.58,792.83,798.56,33091200,798.56
2007-08-21,786.74,792.82,783.84,788.38,30121500,788.38
2007-08-20,787.80,791.74,778.58,787.45,33213400,787.45
2007-08-17,784.27,796.93,776.00,786.03,35700400,786.03
2007-08-16,749.58,768.91,736.00,768.83,65093000,768.83
2007-08-15,762.19,775.71,751.04,751.54,42909300,751.54
2007-08-14,781.40,784.01,762.87,762.87,38146300,762.87
2007-08-13,793.14,800.14,779.80,779.81,36962800,779.81
2007-08-10,777.85,800.15,768.47,788.78,53457800,788.78
2007-08-09,786.69,796.32,779.65,784.87,58896000,784.87
2007-08-08,778.48,803.51,778.48,795.66,54995600,795.66
2007-08-07,763.89,778.34,758.47,774.13,49093900,774.13
2007-08-06,756.94,766.76,743.39,766.39,50672000,766.39
2007-08-03,783.45,784.28,754.11,755.42,42721100,755.42
2007-08-02,779.16,785.14,777.02,783.99,43688500,783.99
2007-08-01,774.97,780.66,765.23,777.92,52567800,777.92
2007-07-31,787.46,794.62,775.38,776.12,45245200,776.12
2007-07-30,778.87,787.60,770.59,784.23,41287800,784.23
2007-07-27,790.71,794.76,777.09,777.83,47846500,777.83
2007-07-26,807.16,807.16,780.59,791.48,44725500,791.48
2007-07-25,815.21,821.27,803.14,812.50,42832000,812.50
2007-07-24,832.37,832.37,809.53,811.86,41158300,811.86
2007-07-23,838.20,842.04,835.55,835.62,31027000,835.62
2007-07-20,850.69,850.69,830.66,836.44,37457800,836.44
2007-07-19,848.80,853.37,848.80,851.85,32514500,851.85
2007-07-18,849.64,849.64,835.79,845.91,36092200,845.91
2007-07-17,849.79,854.67,849.79,849.89,30071400,849.89
2007-07-16,854.98,855.50,846.88,848.47,27041100,848.47
2007-07-13,854.27,856.48,851.25,855.77,28011200,855.77
2007-07-12,842.61,855.18,842.61,855.18,34896000,855.18
2007-07-11,837.82,840.69,834.14,839.97,30829200,839.97
2007-07-10,851.19,851.19,837.27,837.48,32442800,837.48
2007-07-09,853.21,854.50,849.20,853.24,27153300,853.24
2007-07-06,849.67,853.52,845.71,852.31,24415200,852.31
2007-07-05,848.27,850.77,843.74,850.13,26229500,850.13
2007-07-03,845.45,849.16,845.45,848.20,15607900,848.20
2007-07-02,836.08,845.06,836.08,845.06,26489900,845.06
2007-06-29,840.73,845.67,832.63,833.70,31654100,833.70
2007-06-28,838.52,845.50,838.22,839.04,30067100,839.04
2007-06-27,823.98,838.60,820.18,838.46,33981500,838.46
2007-06-26,828.65,832.21,823.04,826.13,33985300,826.13
2007-06-25,834.12,837.95,824.66,827.46,32872500,827.46
2007-06-22,839.03,839.17,829.35,834.75,42843200,834.75
2007-06-21,834.58,840.02,828.71,839.81,31611100,839.81
2007-06-20,849.36,850.80,835.83,836.18,32869000,836.18
2007-06-19,845.52,849.48,840.38,848.34,28735900,848.34
2007-06-18,848.69,849.24,842.38,846.28,24802400,846.28
2007-06-15,842.65,851.15,842.65,848.19,34060300,848.19
2007-06-14,832.91,840.98,832.91,837.12,28136300,837.12
2007-06-13,822.99,833.88,822.76,832.54,30779300,832.54
2007-06-12,830.82,831.91,819.75,821.72,30562000,821.72
2007-06-11,834.35,837.23,829.02,833.18,25252800,833.18
2007-06-08,824.97,836.11,822.22,835.31,29934600,835.31
2007-06-07,839.50,839.50,824.84,825.32,35384700,825.32
2007-06-06,845.58,845.58,837.09,841.21,29641900,841.21
2007-06-05,853.48,853.48,844.10,848.25,29394500,848.25
2007-06-04,852.53,855.19,849.26,855.09,27389300,855.09
2007-06-01,848.62,856.39,848.62,853.45,29270200,853.45
2007-05-31,844.19,849.26,843.71,847.18,33355300,847.18
2007-05-30,836.49,843.38,831.18,843.35,29802100,843.35
2007-05-29,831.24,838.58,831.24,837.53,25717900,837.53
2007-05-25,825.20,831.75,825.20,829.93,23162500,829.93
2007-05-24,836.29,840.61,821.28,823.80,33655300,823.80
2007-05-23,840.75,845.94,835.58,836.54,30842600,836.54
2007-05-22,833.56,841.38,832.16,839.92,28605000,839.92
2007-05-21,823.39,837.19,823.22,833.65,34653600,833.65
2007-05-18,818.20,825.25,814.65,823.66,29590500,823.66
2007-05-17,819.45,819.45,813.23,815.64,28686400,815.64
2007-05-16,814.72,820.21,810.61,820.20,29153500,820.20
2007-05-15,822.33,827.60,813.69,814.18,30710200,814.18
2007-05-14,828.93,831.15,820.65,822.33,27761300,822.33
2007-05-11,818.70,829.54,818.70,829.54,27207800,829.54
2007-05-10,832.71,832.71,818.56,818.63,30312400,818.63
2007-05-09,828.28,836.99,826.68,834.77,29355500,834.77
2007-05-08,830.33,830.90,821.74,830.90,27957200,830.90
2007-05-07,833.28,835.13,830.85,831.87,25450900,831.87
2007-05-04,830.23,832.88,827.82,832.88,27619300,832.88
2007-05-03,828.45,830.87,826.02,828.87,30079700,828.87
2007-05-02,816.39,829.90,816.39,828.46,31898000,828.46
2007-05-01,815.38,816.94,807.69,816.25,34003500,816.25
2007-04-30,829.91,830.43,814.21,814.57,30934200,814.57
2007-04-27,832.55,832.57,826.92,829.70,27328100,829.70
2007-04-26,831.87,835.17,827.00,833.80,32118000,833.80
2007-04-25,828.30,834.89,826.29,832.07,32525900,832.07
2007-04-24,828.34,829.31,820.20,826.36,31197500,826.36
2007-04-23,827.91,830.73,825.35,827.55,25750200,827.55
2007-04-20,823.55,829.43,823.55,828.86,33299400,828.86
2007-04-19,823.82,823.82,815.90,819.32,29136100,819.32
2007-04-18,827.41,827.55,823.32,824.38,29713300,824.38
2007-04-17,831.06,831.71,826.04,828.96,29205700,828.96
2007-04-16,821.12,831.49,821.12,831.44,28701400,831.44
2007-04-13,815.02,819.38,811.78,819.38,26900200,819.38
2007-04-12,807.14,815.05,803.14,815.05,27705700,815.05
2007-04-11,814.82,814.93,804.60,808.24,29501900,808.24
2007-04-10,811.41,816.13,811.40,814.51,25101100,814.51
2007-04-09,813.84,814.31,809.92,811.64,23494100,811.64
2007-04-05,810.86,813.90,810.35,813.35,23572300,813.35
2007-04-04,811.58,811.83,807.78,810.79,26163200,810.79
2007-04-03,804.02,813.37,804.02,811.77,29217600,811.77
2007-04-02,801.77,803.22,798.17,803.22,28758800,803.22
2007-03-30,799.95,804.33,794.42,800.71,29039600,800.71
2007-03-29,800.07,803.09,791.42,798.94,28547100,798.94
2007-03-28,799.95,800.87,792.97,797.40,30004400,797.40
2007-03-27,808.88,808.88,800.62,802.36,26730400,802.36
2007-03-26,810.00,811.05,802.13,808.94,27546600,808.94
2007-03-23,807.85,810.38,807.37,809.51,26190200,809.51
2007-03-22,808.40,809.28,804.59,808.05,31299700,808.05
2007-03-21,794.25,808.56,792.74,807.47,31847700,807.47
2007-03-20,786.59,793.61,785.58,793.60,27959400,793.60
2007-03-19,780.92,789.29,780.92,787.05,27771800,787.05
2007-03-16,783.44,784.79,776.49,778.77,33936400,778.77
2007-03-15,775.69,783.61,775.69,783.61,28219000,783.61
2007-03-14,768.52,776.77,761.06,775.68,37583500,775.68
2007-03-13,786.41,786.41,767.99,769.12,34855700,769.12
2007-03-12,784.64,789.88,783.44,789.00,26640000,789.00
2007-03-09,784.20,787.49,780.07,785.12,26230500,785.12
2007-03-08,780.29,786.75,778.89,781.14,30148500,781.14
2007-03-07,778.75,781.13,773.71,775.90,31413500,775.90
2007-03-06,764.32,781.83,764.32,778.88,33581600,778.88
2007-03-05,771.91,777.37,760.06,760.06,34805200,760.06
2007-03-02,788.20,788.61,775.17,775.44,33122600,775.44
2007-03-01,787.62,795.94,773.88,791.03,38749100,791.03
2007-02-28,793.26,797.45,784.42,793.30,39252500,793.30
2007-02-27,817.66,817.66,790.49,792.66,40652300,792.66
2007-02-26,828.03,829.40,818.24,823.69,28221700,823.69
2007-02-23,828.80,828.84,823.11,826.64,25799500,826.64
2007-02-22,827.63,830.01,822.72,829.44,19507700,829.44
2007-02-21,824.33,827.33,821.82,827.33,26069800,827.33
2007-02-20,816.87,827.18,812.19,826.11,23378600,826.11
2007-02-16,815.63,818.46,810.18,818.15,23994500,818.15
2007-02-15,814.32,817.64,812.01,815.43,24909200,815.43
2007-02-14,812.60,818.07,811.73,813.99,26992900,813.99
2007-02-13,806.98,812.53,806.98,812.53,26521500,812.53
2007-02-12,808.02,808.31,802.41,805.79,23956800,805.79
2007-02-09,815.98,817.01,803.61,807.11,29518100,807.11
2007-02-08,815.05,816.90,812.39,816.39,28161800,816.39
2007-02-07,811.16,816.20,809.41,816.20,26188200,816.20
2007-02-06,807.20,810.41,804.30,810.41,26087100,810.41
2007-02-05,809.20,810.49,805.36,806.69,24394300,806.69
2007-02-02,807.95,810.35,806.77,809.42,25694500,809.42
2007-02-01,802.02,807.77,801.92,807.77,29148900,807.77
2007-01-31,797.03,803.46,793.23,800.34,29766900,800.34
2007-01-30,793.60,798.24,791.84,797.97,27062500,797.97
2007-01-29,787.37,795.13,787.20,793.10,27304800,793.10
2007-01-26,784.23,789.07,778.34,788.14,26266200,788.14
2007-01-25,793.92,794.64,782.09,784.19,29943300,784.19
2007-01-24,786.59,794.06,786.59,794.03,27831800,794.03
2007-01-23,777.59,788.69,776.82,785.38,29750700,785.38
2007-01-22,784.96,785.04,775.83,777.96,25401200,777.96
2007-01-19,778.13,785.45,775.17,785.16,27774800,785.16
2007-01-18,788.13,788.19,776.87,778.21,28224300,778.21
2007-01-17,789.81,793.57,788.54,788.77,26902700,788.77
2007-01-16,794.28,799.30,789.63,791.48,25995300,791.48
2007-01-12,788.11,794.27,787.87,794.26,26864800,794.26
2007-01-11,779.50,791.00,779.50,788.45,28578700,788.45
2007-01-10,775.78,779.45,773.14,778.87,27646600,778.87
2007-01-09,777.10,778.74,768.69,778.33,30383800,778.33
2007-01-08,776.20,778.83,769.27,776.99,27633400,776.99
2007-01-05,787.70,787.70,774.55,775.87,29194000,775.87
2007-01-04,786.42,791.83,779.70,789.95,30044600,789.95
2007-01-03,788.31,796.62,779.31,787.42,34291600,787.42
2006-12-29,794.44,795.96,786.84,787.66,16782000,787.66
2006-12-28,796.98,798.53,793.41,794.48,15085700,794.48
2006-12-27,788.16,797.79,788.16,797.73,16673700,797.73
2006-12-26,780.29,788.59,779.80,788.17,13103100,788.17
2006-12-22,783.23,783.50,778.12,780.82,16475900,780.82
2006-12-21,785.90,789.61,780.63,782.90,23224100,782.90
2006-12-20,782.71,788.82,782.71,785.56,23876300,785.56
2006-12-19,780.28,784.04,775.33,782.10,27170600,782.10
2006-12-18,793.69,795.40,780.64,782.02,25681400,782.02
2006-12-15,795.09,798.13,792.26,792.71,32295800,792.71
2006-12-14,789.31,798.62,789.31,794.22,27297000,794.22
2006-12-13,790.71,792.88,785.94,788.75,25522600,788.75
2006-12-12,793.23,793.72,784.64,788.41,27381700,788.41
2006-12-11,792.54,795.16,790.12,793.07,22899000,793.07
2006-12-08,791.50,796.35,786.55,792.56,24404600,792.56
2006-12-07,796.53,798.45,791.18,792.29,27431500,792.29
2006-12-06,796.47,798.36,792.51,795.94,27252800,795.94
2006-12-05,797.16,801.01,795.16,797.42,27557000,797.42
2006-12-04,781.91,796.56,781.91,795.85,27663200,795.85
2006-12-01,785.71,787.11,773.06,781.17,28009800,781.17
2006-11-30,784.04,789.58,779.99,786.12,40062300,786.12
2006-11-29,776.86,785.04,776.86,784.16,27909700,784.16
2006-11-28,771.21,775.13,767.81,774.82,26397500,774.82
2006-11-27,790.79,790.79,771.78,772.11,27112100,772.11
2006-11-24,792.03,794.25,787.18,792.28,8325500,792.28
2006-11-22,792.75,795.17,790.58,792.91,22377100,792.91
2006-11-21,790.55,792.45,788.04,792.17,25979400,792.17
2006-11-20,788.47,792.43,786.40,790.62,25467100,790.62
2006-11-17,790.74,790.74,783.47,788.47,27261000,788.47
2006-11-16,791.91,793.64,788.81,790.75,28357300,790.75
2006-11-15,785.03,794.18,784.76,791.96,28311300,791.96
2006-11-14,772.38,785.17,769.27,785.06,30274800,785.06
2006-11-13,769.10,773.73,767.34,772.41,23863400,772.41
2006-11-10,762.06,769.15,761.33,769.15,22902000,769.15
2006-11-09,769.84,771.07,758.37,762.06,30120500,762.06
2006-11-08,764.33,771.80,760.68,769.84,28148200,769.84
2006-11-07,763.08,772.22,762.60,764.39,26363900,764.39
2006-11-06,752.72,764.85,752.72,763.08,25335500,763.08
2006-11-03,750.12,755.69,747.08,752.73,24197300,752.73
2006-11-02,752.12,753.23,746.29,750.12,26461800,750.12
