Date,Open,High,Low,Close,Volume,Adj Close
2013-10-16,1085.01,1092.91,1085.01,1092.42,34831800,1092.42
2013-10-15,1088.05,1088.53,1077.69,1079.62,33277400,1079.62
2013-10-14,1078.73,1090.30,1076.49,1090.30,25805800,1090.30
2013-10-11,1066.09,1084.32,1065.81,1084.31,29446700,1084.31
2013-10-10,1052.50,1069.77,1052.50,1069.50,33456600,1069.50
2013-10-09,1050.02,1050.08,1037.86,1043.46,35778400,1043.46
2013-10-08,1066.16,1067.21,1047.26,1047.26,35692300,1047.26
2013-10-07,1071.24,1073.42,1065.78,1065.79,26784900,1065.79
2013-10-04,1069.64,1080.74,1069.64,1078.25,28802700,1078.25
2013-10-03,1081.19,1081.79,1064.87,1070.90,32796500,1070.90
2013-10-02,1087.39,1087.39,1077.90,1082.55,31486000,1082.55
2013-10-01,1073.69,1087.78,1073.47,1087.43,32386900,1087.43
2013-09-30,1065.67,1075.49,1061.79,1073.79,33086300,1073.79
2013-09-27,1078.37,1078.37,1070.85,1074.19,29517000,1074.19
2013-09-26,1075.10,1081.32,1073.12,1078.41,28139300,1078.41
2013-09-25,1075.89,1082.00,1072.58,1073.51,31487300,1073.51
2013-09-24,1072.54,1081.91,1066.94,1074.68,32689300,1074.68
2013-09-23,1072.30,1073.59,1063.90,1072.13,31269500,1072.13
2013-09-20,1076.48,1078.20,1071.86,1072.83,50740300,1072.83
2013-09-19,1078.88,1079.76,1072.61,1075.27,37401300,1075.27
2013-09-18,1066.34,1080.49,1058.82,1076.97,39897600,1076.97
2013-09-17,1055.83,1066.39,1055.80,1066.39,27742400,1066.39
2013-09-16,1053.96,1065.25,1053.96,1056.25,30798000,1056.25
2013-09-13,1048.47,1053.98,1047.66,1053.98,27365000,1053.98
2013-09-12,1055.17,1055.31,1048.48,1048.48,31062900,1048.48
2013-09-11,1054.46,1057.56,1051.47,1055.34,31354600,1055.34
2013-09-10,1049.76,1055.76,1049.18,1055.72,36918000,1055.72
2013-09-09,1032.31,1046.08,1032.31,1046.08,31027800,1046.08
2013-09-06,1028.66,1034.77,1015.72,1029.55,31238800,1029.55
2013-09-05,1026.56,1031.15,1026.11,1028.69,29571100,1028.69
2013-09-04,1016.87,1025.61,1015.69,1025.58,33121500,1025.58
2013-09-03,1019.48,1026.84,1009.00,1016.26,37316100,1016.26
2013-08-30,1025.90,1025.90,1009.46,1010.90,27343000,1010.90
2013-08-29,1016.43,1029.05,1015.59,1026.94,25275500,1026.94
2013-08-28,1013.40,1020.25,1012.95,1016.50,27840100,1016.50
2013-08-27,1036.30,1036.30,1013.11,1013.49,32191900,1013.49
2013-08-26,1038.23,1044.66,1036.02,1038.47,24306700,1038.47
2013-08-23,1036.91,1038.85,1032.65,1038.24,25826700,1038.24
2013-08-22,1024.03,1036.28,1024.03,1036.20,25374600,1036.20
2013-08-21,1025.48,1030.57,1018.85,1021.58,29321800,1021.58
2013-08-20,1014.55,1029.50,1014.55,1028.57,29940900,1028.57
2013-08-19,1024.00,1024.61,1013.23,1013.25,29045300,1013.25
2013-08-16,1024.14,1030.83,1023.46,1024.30,32114500,1024.30
2013-08-15,1039.10,1039.10,1026.72,1027.61,34266900,1027.61
2013-08-14,1051.60,1052.70,1047.72,1047.80,28714300,1047.80
2013-08-13,1054.63,1054.76,1046.42,1051.99,30355600,1051.99
2013-08-12,1043.59,1053.67,1042.79,1053.67,27891600,1053.67
2013-08-09,1047.98,1051.51,1043.82,1048.40,29576700,1048.40
2013-08-08,1049.39,1051.82,1044.38,1049.47,32716600,1049.47
2013-08-07,1052.10,1052.10,1042.65,1044.34,30102300,1044.34
2013-08-06,1061.07,1061.07,1050.08,1052.14,31412100,1052.14
2013-08-05,1059.09,1063.52,1057.72,1063.01,25293000,1063.01
2013-08-02,1058.27,1060.07,1053.70,1059.86,31366300,1059.86
2013-08-01,1051.23,1060.96,1051.23,1059.88,37751700,1059.88
2013-07-31,1043.50,1053.51,1043.50,1045.26,38473900,1045.26
2013-07-30,1041.88,1045.83,1039.92,1043.51,33205300,1043.51
2013-07-29,1047.13,1048.78,1038.93,1040.66,28405200,1040.66
2013-07-26,1047.38,1048.51,1042.24,1048.51,27627700,1048.51
2013-07-25,1041.84,1054.19,1040.79,1054.18,33225000,1054.18
2013-07-24,1052.18,1055.85,1042.38,1043.83,33361200,1043.83
2013-07-23,1055.79,1056.86,1050.87,1052.20,30961800,1052.20
2013-07-22,1049.53,1054.68,1049.24,1053.41,27791300,1053.41
2013-07-19,1048.04,1050.50,1046.08,1050.48,33025800,1050.48
2013-07-18,1044.48,1052.46,1044.48,1050.27,34523700,1050.27
2013-07-17,1041.82,1046.13,1040.56,1042.53,31534400,1042.53
2013-07-16,1043.59,1043.59,1036.38,1038.75,30817100,1038.75
2013-07-15,1038.20,1043.92,1036.90,1043.30,26232000,1043.30
2013-07-12,1032.64,1038.27,1032.48,1036.52,30390700,1036.52
2013-07-11,1028.37,1033.34,1027.84,1033.18,34463400,1033.18
2013-07-10,1017.69,1020.99,1015.49,1020.42,30110100,1020.42
2013-07-09,1012.58,1018.93,1010.83,1018.05,31553600,1018.05
2013-07-08,1007.70,1011.10,1007.17,1009.25,35145900,1009.25
2013-07-05,1000.58,1005.39,991.68,1005.39,26341400,1005.39
2013-07-03,985.94,993.14,984.71,991.13,19660500,991.13
2013-07-02,989.22,995.55,982.97,989.47,33171300,989.47
2013-07-01,981.30,993.60,981.30,989.84,31046900,989.84
2013-06-28,977.74,982.44,974.72,977.48,49771900,977.48
2013-06-27,968.95,980.59,968.95,979.92,33645400,979.92
2013-06-26,961.36,968.68,961.36,963.83,35583400,963.83
2013-06-25,956.95,962.10,954.04,961.26,37611700,961.26
2013-06-24,956.93,958.38,942.79,951.05,47336600,951.05
2013-06-21,962.75,965.23,951.45,963.68,57972800,963.68
2013-06-20,977.81,977.81,957.51,960.52,48588500,960.52
2013-06-19,999.56,999.77,986.47,986.50,35450600,986.50
2013-06-18,988.92,1001.49,988.92,999.99,31209800,999.99
2013-06-17,987.40,991.62,982.86,987.84,31370800,987.84
2013-06-14,989.20,990.35,979.82,981.38,29394000,981.38
2013-06-13,971.75,990.87,969.79,989.69,33786200,989.69
2013-06-12,986.05,987.96,971.41,972.31,32025500,972.31
2013-06-11,985.21,988.85,976.37,981.45,34357100,981.45
2013-06-10,989.63,992.69,984.71,992.67,29787300,992.67
2013-06-07,984.09,989.05,979.89,987.62,33719900,987.62
2013-06-06,968.21,979.46,963.88,979.46,35473800,979.46
2013-06-05,980.15,981.42,967.67,968.16,36323500,968.16
2013-06-04,990.58,994.56,975.43,981.97,36538400,981.97
2013-06-03,986.25,991.82,976.05,990.53,39520700,990.53
2013-05-31,989.71,994.53,983.79,984.15,40996000,984.15
2013-05-30,988.65,995.72,988.65,994.43,34986200,994.43
2013-05-29,997.27,997.27,980.52,986.96,35871400,986.96
2013-05-28,984.25,1005.42,984.25,997.35,34574000,997.35
2013-05-24,980.40,984.34,973.88,984.28,27580800,984.28
2013-05-23,975.30,984.29,970.63,984.28,39455100,984.28
2013-05-22,999.07,1008.23,977.41,982.26,43610200,982.26
2013-05-21,997.82,1000.59,995.20,998.78,35135600,998.78
2013-05-20,994.30,1001.50,994.30,997.98,32750800,997.98
2013-05-17,986.93,996.47,986.93,996.28,34407100,996.28
2013-05-16,986.98,990.44,983.08,985.34,35131300,985.34
2013-05-15,983.53,991.55,983.07,988.54,36574400,988.54
2013-05-14,974.04,985.96,974.04,985.96,34577900,985.96
2013-05-13,974.21,976.22,971.24,973.79,29106000,973.79
2013-05-10,967.70,975.16,967.70,975.16,30864700,975.16
2013-05-09,969.76,970.46,964.84,966.26,34574000,966.26
2013-05-08,965.90,970.41,963.79,970.41,35547000,970.41
2013-05-07,961.18,967.82,958.85,967.82,33095800,967.82
2013-05-06,954.93,960.22,954.87,959.80,30622400,959.80
2013-05-03,946.94,959.55,946.94,954.42,36039100,954.42
2013-05-02,927.95,940.72,927.95,939.85,33669500,939.85
2013-05-01,945.53,945.53,924.21,924.21,35303200,924.21
2013-04-30,942.21,947.46,939.30,947.46,37450700,947.46
2013-04-29,938.22,943.52,937.71,942.43,28912000,942.43
2013-04-26,939.38,939.65,932.20,935.25,31986200,935.25
2013-04-25,936.66,944.67,936.66,940.28,39085800,940.28
2013-04-24,929.02,934.23,927.15,934.11,35982400,934.11
2013-04-23,919.83,929.36,919.83,929.36,35651500,929.36
2013-04-22,914.27,916.32,899.92,914.80,29798800,914.80
2013-04-19,901.82,912.88,899.46,912.50,35698700,912.50
2013-04-18,908.99,909.82,898.40,901.51,38908000,901.51
2013-04-17,917.92,917.92,899.79,906.80,42503100,906.80
2013-04-16,913.05,924.02,912.63,923.30,36547000,923.30
2013-04-15,938.67,938.67,904.91,907.18,46601300,907.18
2013-04-12,943.54,945.18,937.01,942.85,32062900,942.85
2013-04-11,945.17,951.39,944.81,947.05,33939500,947.05
2013-04-10,931.31,946.99,931.31,946.09,34533500,946.09
2013-04-09,932.63,934.27,928.28,929.34,32527800,929.34
2013-04-08,925.93,931.54,921.07,931.49,28871200,931.49
2013-04-05,915.92,923.56,909.90,923.28,35154100,923.28
2013-04-04,919.53,925.74,917.24,925.66,33506700,925.66
2013-04-03,935.39,935.84,916.84,918.71,40606100,918.71
2013-04-02,942.68,944.95,932.51,934.30,33121600,934.30
2013-04-01,951.41,951.60,934.84,938.79,27531100,938.79
2013-03-28,952.13,953.26,949.42,951.54,33044400,951.54
2013-03-27,944.77,950.42,940.29,950.24,29142100,950.24
2013-03-26,948.79,950.77,945.30,949.82,28692600,949.82
2013-03-25,948.63,953.53,941.18,945.85,31781700,945.85
2013-03-22,943.97,947.54,943.97,946.27,29483800,946.27
2013-03-21,946.92,950.07,941.47,943.92,32432700,943.92
2013-03-20,946.64,951.95,946.64,951.95,33490900,951.95
2013-03-19,948.51,950.79,936.73,942.85,37962100,942.85
2013-03-18,952.46,952.46,941.44,947.20,31645600,947.20
2013-03-15,953.50,954.00,949.48,952.48,51758500,952.48
2013-03-14,945.43,953.07,945.43,953.07,34592600,953.07
2013-03-13,940.07,944.61,938.57,943.90,30738300,943.90
2013-03-12,941.28,942.75,938.22,940.26,32749100,940.26
2013-03-11,940.43,942.62,939.12,942.51,30910800,942.51
2013-03-08,939.74,942.56,935.48,942.50,36522600,942.50
2013-03-07,930.15,934.57,929.37,934.57,36347100,934.57
2013-03-06,929.34,930.81,927.45,929.96,36768900,929.96
2013-03-05,920.08,928.13,920.08,927.40,36106900,927.40
2013-03-04,914.05,916.69,908.64,916.68,34144300,916.68
2013-03-01,905.37,915.72,899.31,914.73,36956100,914.73
2013-02-28,909.62,915.89,909.20,911.11,39123200,911.11
2013-02-27,900.01,913.51,899.20,909.92,35518500,909.92
2013-02-26,898.75,902.13,894.24,900.05,39752800,900.05
2013-02-25,916.12,919.36,895.84,895.84,40110500,895.84
2013-02-22,910.35,916.15,910.35,916.15,34193200,916.15
2013-02-21,912.70,912.70,900.48,905.40,42746000,905.40
2013-02-20,931.47,931.65,913.50,913.50,42405700,913.50
2013-02-19,924.14,932.00,924.14,932.00,37489100,932.00
2013-02-15,927.33,927.34,921.74,923.15,38385100,923.15
2013-02-14,920.55,924.68,918.71,923.76,37597400,923.76
2013-02-13,918.13,921.29,916.79,920.58,33858800,920.58
2013-02-12,913.77,918.17,913.73,917.52,34143700,917.52
2013-02-11,913.55,913.56,910.22,913.03,26841000,913.03
2013-02-08,909.17,914.15,909.17,913.67,29861500,913.67
2013-02-07,910.91,911.49,902.82,908.10,36145800,908.10
2013-02-06,904.67,911.45,903.76,911.29,36115700,911.29
2013-02-05,902.41,909.61,902.38,908.22,36183600,908.22
2013-02-04,911.18,911.18,898.36,899.28,33900000,899.28
2013-02-01,905.59,912.76,905.39,911.20,38363200,911.20
2013-01-31,897.02,902.90,895.75,902.09,39998800,902.09
2013-01-30,906.29,906.70,894.34,896.91,37268100,896.91
2013-01-29,905.73,907.31,902.62,907.31,39496400,907.31
2013-01-28,905.95,907.91,900.88,906.71,33885400,906.71
2013-01-25,902.37,905.24,900.10,905.24,34762900,905.24
2013-01-24,896.56,904.27,896.34,900.19,36994300,900.19
2013-01-23,899.44,899.53,896.22,896.70,35520100,896.70
2013-01-22,892.73,899.24,891.08,899.24,35709500,899.24
2013-01-18,889.74,892.80,888.26,892.80,37957400,892.80
2013-01-17,885.28,891.00,885.28,890.36,37067100,890.36
2013-01-16,882.84,883.70,881.02,882.31,33840800,882.31
2013-01-15,876.22,884.84,875.42,884.60,31353500,884.60
2013-01-14,879.71,880.98,877.56,880.10,30030100,880.10
2013-01-11,882.61,882.62,877.44,880.77,33406500,880.77
2013-01-10,883.04,883.19,876.58,881.24,40818400,881.24
2013-01-09,877.45,879.54,877.01,879.51,36743900,879.51
2013-01-08,875.91,876.32,871.01,874.70,36016000,874.70
2013-01-07,876.34,876.71,873.74,875.80,33049700,875.80
2013-01-04,873.19,880.47,873.19,879.15,34242900,879.15
2013-01-03,873.83,878.43,870.76,872.60,38297300,872.60
2013-01-02,849.35,873.99,849.35,873.42,42026000,873.42
2012-12-31,831.89,849.89,831.18,849.35,32043300,849.35
2012-12-28,833.27,838.36,832.08,832.10,24266800,832.10
2012-12-27,838.85,839.74,827.72,837.40,28301800,837.40
2012-12-26,845.37,845.98,838.31,838.89,22850300,838.89
2012-12-24,846.35,846.35,843.43,844.74,12489600,844.74
2012-12-21,848.54,848.54,842.31,847.92,52291600,847.92
2012-12-20,847.90,852.50,845.73,852.49,36865800,852.49
2012-12-19,848.01,851.83,845.06,847.89,38698000,847.89
2012-12-18,835.78,847.69,835.50,847.69,43022400,847.69
2012-12-17,825.14,835.13,825.14,835.00,34556100,835.00
2012-12-14,822.42,827.24,821.82,823.75,32101700,823.75
2012-12-13,829.10,831.28,822.17,824.20,33499600,824.20
2012-12-12,837.17,837.29,828.58,829.39,37090500,829.39
2012-12-11,830.38,835.32,830.06,834.99,36502300,834.99
2012-12-10,822.81,826.28,822.74,826.26,29994300,826.26
2012-12-07,824.85,825.32,819.83,822.27,31251600,822.27
2012-12-06,819.56,822.90,817.74,821.79,32297000,821.79
2012-12-05,823.61,824.52,816.21,820.60,42539200,820.60
2012-12-04,820.36,823.03,816.08,822.12,32477100,822.12
2012-12-03,825.87,826.58,818.93,820.80,30742800,820.80
2012-11-30,824.58,824.58,818.90,821.92,39660000,821.92
2012-11-29,818.36,823.33,817.95,823.20,33568500,823.20
2012-11-28,804.87,813.56,798.51,813.50,33592500,813.50
2012-11-27,808.09,812.59,807.28,807.74,33231200,807.74
2012-11-26,805.31,809.04,802.50,809.02,29489600,809.02
2012-11-23,801.35,807.19,800.93,807.18,15049600,807.18
2012-11-21,795.09,798.38,793.42,798.38,26670900,798.38
2012-11-20,791.10,794.15,788.96,793.81,32071600,793.81
2012-11-19,782.37,793.07,782.37,793.06,33748000,793.06
2012-11-16,768.12,777.08,763.55,776.28,40459100,776.28
2012-11-15,772.47,775.08,765.03,769.48,39288700,769.48
2012-11-14,791.35,792.10,772.43,773.20,41095100,773.20
2012-11-13,792.21,795.97,788.77,789.01,34555500,789.01
2012-11-12,796.98,797.73,792.90,793.76,25675400,793.76
2012-11-09,793.62,800.72,789.25,795.02,36473500,795.02
2012-11-08,804.33,806.68,793.65,793.65,37795200,793.65
2012-11-07,818.91,818.91,802.23,804.52,43564900,804.52
2012-11-06,821.60,826.89,821.52,825.64,33069700,825.64
2012-11-05,814.30,820.46,812.13,819.54,29210400,819.54
2012-11-02,829.88,830.55,814.34,814.37,37324800,814.37
2012-11-01,818.78,828.48,818.43,827.85,39298900,827.85
2012-10-31,813.61,818.73,811.86,818.73,35771100,818.73
2012-10-26,816.62,819.42,807.91,813.25,32849100,813.25
2012-10-25,818.69,821.46,811.59,816.82,35126400,816.82
2012-10-24,819.08,820.23,811.92,813.65,33859700,813.65
2012-10-23,814.77,816.98,807.24,816.20,35876700,816.20
2012-10-22,820.33,821.88,816.70,820.52,32162200,820.52
2012-10-19,832.44,832.44,817.78,821.00,38751700,821.00
2012-10-18,841.03,842.37,837.12,837.12,38800300,837.12
2012-10-17,836.59,842.87,836.15,842.52,36553200,842.52
2012-10-16,831.64,835.46,831.47,835.44,35687700,835.44
2012-10-15,824.75,828.43,820.42,828.28,34838100,828.28
2012-10-12,829.50,830.95,821.99,823.09,31347500,823.09
2012-10-11,831.85,835.72,828.78,829.78,36725400,829.78
2012-10-10,828.44,829.63,824.38,826.75,32250600,826.75
2012-10-09,836.79,836.79,827.72,827.92,32163200,827.92
2012-10-08,839.55,840.36,837.62,838.41,23287200,838.41
2012-10-05,846.98,853.57,841.58,842.86,31729400,842.86
2012-10-04,840.74,844.65,835.59,844.65,36158600,844.65
2012-10-03,841.61,843.92,835.79,838.78,35316400,838.78
2012-10-02,842.94,843.41,837.49,840.51,33217900,840.51
2012-10-01,840.83,847.00,836.74,840.31,35050800,840.31
2012-09-28,839.49,841.87,835.95,837.45,35092300,837.45
2012-09-27,835.70,844.89,833.95,843.54,31503300,843.54
2012-09-26,839.57,839.66,831.82,833.93,35653800,833.93
2012-09-25,854.49,856.98,838.96,839.12,37399000,839.12
2012-09-24,851.59,856.65,849.32,851.76,30089200,851.76
2012-09-21,857.24,860.16,855.14,855.51,48338700,855.51
2012-09-20,851.35,852.96,847.09,851.51,33825200,851.51
2012-09-19,857.85,859.25,855.07,856.08,34513600,856.08
2012-09-18,857.27,858.09,854.13,856.93,33773900,856.93
2012-09-17,861.61,861.61,855.89,858.90,34824300,858.90
2012-09-14,858.89,868.50,858.87,864.70,50419900,864.70
2012-09-13,844.90,860.64,842.51,856.12,46065500,856.12
2012-09-12,842.92,845.17,840.03,845.12,36412000,845.12
2012-09-11,839.49,845.15,839.32,841.92,35096300,841.92
2012-09-10,841.39,844.30,838.98,839.37,32236700,839.37
2012-09-07,840.43,843.78,839.72,842.27,37176200,842.27
2012-09-06,825.16,839.23,825.16,837.95,39528700,837.95
2012-09-05,821.84,824.88,819.66,821.23,33891100,821.23
2012-09-04,813.17,823.77,807.36,822.14,32003100,822.14
2012-08-31,814.10,814.79,805.75,812.09,29382500,812.09
2012-08-30,817.77,817.77,808.22,808.64,25302800,808.64
2012-08-29,814.85,819.59,812.98,817.84,25712200,817.84
2012-08-28,809.73,814.91,809.49,814.28,26290900,814.28
2012-08-27,811.91,813.91,808.02,810.40,24725000,810.40
2012-08-24,804.76,810.83,803.24,809.19,25987900,809.19
2012-08-23,811.72,811.84,804.23,806.00,30082400,806.00
2012-08-22,814.71,814.92,809.60,812.56,30626900,812.56
2012-08-21,818.67,827.13,813.69,815.36,32829500,815.36
2012-08-20,817.98,817.98,812.29,816.51,27663200,816.51
2012-08-17,811.75,819.89,811.47,819.89,29229900,819.89
2012-08-16,803.86,813.57,800.79,813.08,31141000,813.08
2012-08-15,795.28,804.26,795.22,804.26,26557500,804.26
2012-08-14,802.59,804.16,794.81,796.88,29309000,796.88
2012-08-13,801.48,801.48,791.71,799.49,24999900,799.49
2012-08-10,800.73,801.82,798.09,801.55,27679800,801.55
2012-08-09,800.09,804.84,799.47,802.90,31196100,802.90
2012-08-08,801.30,802.87,797.88,800.16,32217900,800.16
2012-08-07,797.04,806.41,797.04,801.34,36824900,801.34
2012-08-06,789.27,797.34,789.27,794.35,31220500,794.35
2012-08-03,775.66,791.09,775.66,788.48,37511700,788.48
2012-08-02,767.69,773.45,765.20,768.60,41937400,768.60
2012-08-01,790.03,790.57,771.13,771.13,44409200,771.13
2012-07-31,790.25,794.97,786.43,786.94,38215700,786.94
2012-07-30,796.37,798.69,790.24,791.58,32120600,791.58
2012-07-27,779.03,797.77,777.42,796.00,43990100,796.00
2012-07-26,776.68,781.27,772.44,777.11,44293000,777.11
2012-07-25,771.75,774.59,767.58,769.31,37191700,769.31
2012-07-24,780.76,781.10,765.05,767.75,38912900,767.75
2012-07-23,781.90,782.23,774.73,778.90,37171800,778.90
2012-07-20,796.64,796.64,791.31,791.54,39250200,791.54
2012-07-19,807.65,808.53,801.32,802.17,40433600,802.17
2012-07-18,798.31,808.53,797.96,805.06,36426300,805.06
2012-07-17,797.25,802.40,790.27,799.45,35666800,799.45
2012-07-16,799.03,800.08,794.05,796.66,28627200,796.66
2012-07-13,791.99,802.34,791.99,800.99,32129300,800.99
2012-07-12,792.23,792.48,778.54,789.62,36544400,789.62
2012-07-11,795.56,797.68,788.36,792.26,34262900,792.26
2012-07-10,808.62,810.79,792.71,795.17,34706000,795.17
2012-07-09,805.67,806.84,801.55,804.80,29048600,804.80
2012-07-06,809.82,809.82,804.69,807.14,27451400,807.14
2012-07-05,816.43,820.44,813.27,817.43,30415200,817.43
2012-07-03,808.03,818.49,807.70,818.49,21163900,818.49
2012-07-02,799.82,807.94,796.14,807.94,33016500,807.94
2012-06-29,775.89,799.00,775.89,798.49,45904800,798.49
2012-06-28,770.94,775.90,764.38,775.89,39693700,775.89
2012-06-27,766.23,776.70,766.23,776.24,32869100,776.24
2012-06-26,763.27,767.82,758.10,765.02,34129400,765.02
2012-06-25,775.15,775.15,759.83,761.90,35018200,761.90
2012-06-22,768.97,775.93,766.21,775.16,52714900,775.16
2012-06-21,784.66,784.70,764.31,764.83,40944700,764.83
2012-06-20,786.03,789.22,780.53,784.05,36957000,784.05
2012-06-19,775.55,789.51,775.55,786.43,38153500,786.43
2012-06-18,766.92,774.81,764.70,772.53,32594300,772.53
2012-06-15,761.89,772.07,761.24,771.32,44015700,771.32
2012-06-14,753.21,762.88,751.86,762.34,36877200,762.34
2012-06-13,759.51,763.99,749.81,752.38,35065100,752.38
2012-06-12,754.43,761.69,748.53,761.53,34429200,761.53
2012-06-11,775.80,776.63,750.97,751.01,35375300,751.01
2012-06-08,758.44,770.07,754.72,769.19,34971900,769.19
2012-06-07,772.06,775.65,760.04,760.34,42581400,760.34
2012-06-06,746.78,765.17,746.78,765.17,42683600,765.17
2012-06-05,734.09,746.21,733.84,746.09,34032300,746.09
2012-06-04,739.69,742.73,729.75,737.24,40119600,737.24
2012-06-01,752.11,752.11,737.42,737.42,46693500,737.42
2012-05-31,762.60,765.48,751.58,761.82,45576200,761.82
2012-05-30,770.74,770.74,761.67,762.00,35342900,762.00
2012-05-29,771.80,778.77,768.99,777.16,34416400,777.16
2012-05-25,766.64,768.48,764.00,766.41,28726600,766.41
2012-05-24,766.47,766.92,756.82,766.57,39376700,766.57
2012-05-23,755.06,766.18,748.16,765.17,41083300,765.17
2012-05-22,765.09,770.16,755.60,759.63,41236800,759.63
